,date,ticker,mfp,sector,industry,scalemarketcap,qMO,qValue,qQuality,qLV,qSentiment,qGrowth
1558,2018-11-30,ICE,qMO,Financial Services,Financial Data & Stock Exchanges,5 - Large,0.937007874015748,0.20622568093385213,0.23333333333333334,0.8547120418848168,0.558408215661104,0.5994694960212201
1559,2018-12-31,CQP,qMO,Energy,Oil & Gas Midstream,5 - Large,1.0,0.7202072538860104,0.0,0.4829842931937173,0.9358151476251605,0.7612732095490716
1560,2018-12-31,GNW,qMO,Financial Services,Insurance - Life,5 - Large,0.9986893840104849,0.45466321243523317,0.10386151797603196,0.07722513089005235,0.9922978177150192,0.259946949602122
1561,2018-12-31,GNW,qSentiment,Financial Services,Insurance - Life,5 - Large,0.9986893840104849,0.45466321243523317,0.10386151797603196,0.07722513089005235,0.9922978177150192,0.259946949602122
1562,2018-12-31,CHD,qMO,Consumer Defensive,Household & Personal Products,5 - Large,0.9973787680209698,0.45077720207253885,0.7749667110519307,0.46335078534031415,0.7997432605905006,0.9190981432360743
1563,2018-12-31,ERIE,qMO,Financial Services,Insurance Brokers,5 - Large,0.9960681520314548,0.07253886010362694,0.30758988015978694,0.862565445026178,0.49807445442875486,0.8183023872679045
1564,2018-12-31,NNN,qMO,Real Estate,REIT - Retail,5 - Large,0.9947575360419397,0.5505181347150259,0.09054593874833555,0.9096858638743456,0.8356867779204108,0.33421750663129973
1565,2018-12-31,O,qMO,Real Estate,REIT - Retail,5 - Large,0.9934469200524246,0.31088082901554404,0.14580559254327563,0.93717277486911,0.8087291399229781,0.20424403183023873
1566,2018-12-31,O,qLV,Real Estate,REIT - Retail,5 - Large,0.9934469200524246,0.31088082901554404,0.14580559254327563,0.93717277486911,0.8087291399229781,0.20424403183023873
1567,2018-12-31,EXC,qMO,Utilities,Utilities - Diversified,5 - Large,0.9921363040629095,0.9494818652849741,0.3981358189081225,0.9214659685863874,0.9127086007702182,0.7082228116710876
1568,2018-12-31,EXC,qValue,Utilities,Utilities - Diversified,5 - Large,0.9921363040629095,0.9494818652849741,0.3981358189081225,0.9214659685863874,0.9127086007702182,0.7082228116710876
1569,2018-12-31,DECK,qMO,Consumer Cyclical,Footwear & Accessories,4 - Mid,0.9909547738693467,0.6650438169425511,0.9919110212335692,0.6190476190476191,0.11016144349477686,0.8986415882967607
1570,2018-12-31,DECK,qQuality,Consumer Cyclical,Footwear & Accessories,4 - Mid,0.9909547738693467,0.6650438169425511,0.9919110212335692,0.6190476190476191,0.11016144349477686,0.8986415882967607
