,date,NAPMPMI,NAPMNMI,NAPMPMI_signal,NAPMNMI_signal,PMI_signal
1486,2000-09-12,49.9,57.6,0.0,1.0,1.0
1487,2000-09-13,49.9,57.6,0.0,1.0,1.0
1488,2000-09-14,49.9,57.6,0.0,1.0,1.0
1489,2000-09-15,49.9,57.6,0.0,1.0,1.0
1490,2000-09-18,49.9,57.6,0.0,1.0,1.0
1491,2000-09-19,49.9,57.6,0.0,1.0,1.0
1492,2000-09-20,49.9,57.6,0.0,1.0,1.0
1493,2000-09-21,49.9,57.6,0.0,1.0,1.0
1494,2000-09-22,49.9,57.6,0.0,1.0,1.0
1495,2000-09-25,49.9,57.6,0.0,1.0,1.0
1496,2000-09-26,49.9,57.6,0.0,1.0,1.0
1497,2000-09-27,49.9,57.6,0.0,1.0,1.0
1498,2000-09-28,49.9,57.6,0.0,1.0,1.0
1499,2000-09-29,49.9,57.6,0.0,1.0,1.0
1500,2000-10-02,49.7,56.7,0.0,1.0,1.0
1501,2000-10-03,49.7,56.7,0.0,1.0,1.0
1502,2000-10-04,49.7,56.7,0.0,1.0,1.0
1503,2000-10-05,49.7,56.7,0.0,1.0,1.0
1504,2000-10-06,49.7,56.7,0.0,1.0,1.0
1505,2000-10-09,49.7,56.7,0.0,1.0,1.0
1506,2000-10-10,49.7,56.7,0.0,1.0,1.0
1507,2000-10-11,49.7,56.7,0.0,1.0,1.0
1508,2000-10-12,49.7,56.7,0.0,1.0,1.0
1509,2000-10-13,49.7,56.7,0.0,1.0,1.0
1510,2000-10-16,49.7,56.7,0.0,1.0,1.0
1511,2000-10-17,49.7,56.7,0.0,1.0,1.0
1512,2000-10-18,49.7,56.7,0.0,1.0,1.0
1513,2000-10-19,49.7,56.7,0.0,1.0,1.0
1514,2000-10-20,49.7,56.7,0.0,1.0,1.0
1515,2000-10-23,49.7,56.7,0.0,1.0,1.0
1516,2000-10-24,49.7,56.7,0.0,1.0,1.0
1517,2000-10-25,49.7,56.7,0.0,1.0,1.0
1518,2000-10-26,49.7,56.7,0.0,1.0,1.0
1519,2000-10-27,49.7,56.7,0.0,1.0,1.0
1520,2000-10-30,49.7,56.7,0.0,1.0,1.0
1521,2000-10-31,48.7,56.7,0.0,1.0,1.0
1522,2000-11-01,48.7,56.7,0.0,1.0,1.0
1523,2000-11-02,48.7,56.7,0.0,1.0,1.0
1524,2000-11-03,48.7,56.7,0.0,1.0,1.0
1525,2000-11-06,48.7,56.7,0.0,1.0,1.0
1526,2000-11-07,48.7,56.7,0.0,1.0,1.0
1527,2000-11-08,48.7,56.7,0.0,1.0,1.0
1528,2000-11-09,48.7,56.7,0.0,1.0,1.0
1529,2000-11-10,48.7,56.7,0.0,1.0,1.0
1530,2000-11-13,48.7,56.7,0.0,1.0,1.0
1531,2000-11-14,48.7,56.7,0.0,1.0,1.0
1532,2000-11-15,48.7,56.7,0.0,1.0,1.0
1533,2000-11-16,48.7,56.7,0.0,1.0,1.0
1534,2000-11-17,48.7,56.7,0.0,1.0,1.0
1535,2000-11-20,48.7,56.7,0.0,1.0,1.0
1536,2000-11-21,48.7,56.7,0.0,1.0,1.0
1537,2000-11-22,48.7,56.7,0.0,1.0,1.0
1538,2000-11-23,48.7,56.7,0.0,1.0,1.0
1539,2000-11-24,48.7,56.7,0.0,1.0,1.0
1540,2000-11-27,48.7,56.7,0.0,1.0,1.0
1541,2000-11-28,48.7,56.7,0.0,1.0,1.0
1542,2000-11-29,48.7,56.7,0.0,1.0,1.0
1543,2000-11-30,48.5,56.2,0.0,1.0,1.0
1544,2000-12-01,48.5,56.2,0.0,1.0,1.0
1545,2000-12-04,48.5,56.2,0.0,1.0,1.0
1546,2000-12-05,48.5,56.2,0.0,1.0,1.0
1547,2000-12-06,48.5,56.2,0.0,1.0,1.0
1548,2000-12-07,48.5,56.2,0.0,1.0,1.0
1549,2000-12-08,48.5,56.2,0.0,1.0,1.0
1550,2000-12-11,48.5,56.2,0.0,1.0,1.0
1551,2000-12-12,48.5,56.2,0.0,1.0,1.0
1552,2000-12-13,48.5,56.2,0.0,1.0,1.0
1553,2000-12-14,48.5,56.2,0.0,1.0,1.0
1554,2000-12-15,48.5,56.2,0.0,1.0,1.0
1555,2000-12-18,48.5,56.2,0.0,1.0,1.0
1556,2000-12-19,48.5,56.2,0.0,1.0,1.0
1557,2000-12-20,48.5,56.2,0.0,1.0,1.0
1558,2000-12-21,48.5,56.2,0.0,1.0,1.0
1559,2000-12-22,48.5,56.2,0.0,1.0,1.0
1560,2000-12-25,48.5,56.2,0.0,1.0,1.0
1561,2000-12-26,48.5,56.2,0.0,1.0,1.0
1562,2000-12-27,48.5,56.2,0.0,1.0,1.0
1563,2000-12-28,48.5,56.2,0.0,1.0,1.0
1564,2000-12-29,48.5,56.2,0.0,1.0,1.0
1565,2001-01-01,43.9,54.0,0.0,1.0,0.0
1566,2001-01-02,43.9,54.0,0.0,1.0,0.0
1567,2001-01-03,43.9,54.0,0.0,1.0,0.0
1568,2001-01-04,43.9,54.0,0.0,1.0,0.0
1569,2001-01-05,43.9,54.0,0.0,1.0,0.0
1570,2001-01-08,43.9,54.0,0.0,1.0,0.0
1571,2001-01-09,43.9,54.0,0.0,1.0,0.0
1572,2001-01-10,43.9,54.0,0.0,1.0,0.0
1573,2001-01-11,43.9,54.0,0.0,1.0,0.0
1574,2001-01-12,43.9,54.0,0.0,1.0,0.0
1575,2001-01-15,43.9,54.0,0.0,1.0,0.0
1576,2001-01-16,43.9,54.0,0.0,1.0,0.0
1577,2001-01-17,43.9,54.0,0.0,1.0,0.0
1578,2001-01-18,43.9,54.0,0.0,1.0,0.0
1579,2001-01-19,43.9,54.0,0.0,1.0,0.0
1580,2001-01-22,43.9,54.0,0.0,1.0,0.0
1581,2001-01-23,43.9,54.0,0.0,1.0,0.0
1582,2001-01-24,43.9,54.0,0.0,1.0,0.0
1583,2001-01-25,43.9,54.0,0.0,1.0,0.0
1584,2001-01-26,43.9,54.0,0.0,1.0,0.0
1585,2001-01-29,43.9,54.0,0.0,1.0,0.0
1586,2001-01-30,43.9,54.0,0.0,1.0,0.0
1587,2001-01-31,42.3,51.6,0.0,1.0,0.0
1588,2001-02-01,42.3,51.6,0.0,1.0,0.0
1589,2001-02-02,42.3,51.6,0.0,1.0,0.0
1590,2001-02-05,42.3,51.6,0.0,1.0,0.0
1591,2001-02-06,42.3,51.6,0.0,1.0,0.0
1592,2001-02-07,42.3,51.6,0.0,1.0,0.0
1593,2001-02-08,42.3,51.6,0.0,1.0,0.0
1594,2001-02-09,42.3,51.6,0.0,1.0,0.0
1595,2001-02-12,42.3,51.6,0.0,1.0,0.0
1596,2001-02-13,42.3,51.6,0.0,1.0,0.0
1597,2001-02-14,42.3,51.6,0.0,1.0,0.0
1598,2001-02-15,42.3,51.6,0.0,1.0,0.0
1599,2001-02-16,42.3,51.6,0.0,1.0,0.0
1600,2001-02-19,42.3,51.6,0.0,1.0,0.0
1601,2001-02-20,42.3,51.6,0.0,1.0,0.0
1602,2001-02-21,42.3,51.6,0.0,1.0,0.0
1603,2001-02-22,42.3,51.6,0.0,1.0,0.0
1604,2001-02-23,42.3,51.6,0.0,1.0,0.0
1605,2001-02-26,42.3,51.6,0.0,1.0,0.0
1606,2001-02-27,42.3,51.6,0.0,1.0,0.0
1607,2001-02-28,42.1,51.3,0.0,1.0,0.0
1608,2001-03-01,42.1,51.3,0.0,1.0,0.0
1609,2001-03-02,42.1,51.3,0.0,1.0,0.0
1610,2001-03-05,42.1,51.3,0.0,1.0,0.0
1611,2001-03-06,42.1,51.3,0.0,1.0,0.0
1612,2001-03-07,42.1,51.3,0.0,1.0,0.0
1613,2001-03-08,42.1,51.3,0.0,1.0,0.0
1614,2001-03-09,42.1,51.3,0.0,1.0,0.0
1615,2001-03-12,42.1,51.3,0.0,1.0,0.0
1616,2001-03-13,42.1,51.3,0.0,1.0,0.0
1617,2001-03-14,42.1,51.3,0.0,1.0,0.0
1618,2001-03-15,42.1,51.3,0.0,1.0,0.0
1619,2001-03-16,42.1,51.3,0.0,1.0,0.0
1620,2001-03-19,42.1,51.3,0.0,1.0,0.0
1621,2001-03-20,42.1,51.3,0.0,1.0,0.0
1622,2001-03-21,42.1,51.3,0.0,1.0,0.0
1623,2001-03-22,42.1,51.3,0.0,1.0,0.0
1624,2001-03-23,42.1,51.3,0.0,1.0,0.0
1625,2001-03-26,42.1,51.3,0.0,1.0,0.0
1626,2001-03-27,42.1,51.3,0.0,1.0,0.0
1627,2001-03-28,42.1,51.3,0.0,1.0,0.0
1628,2001-03-29,42.1,51.3,0.0,1.0,0.0
1629,2001-03-30,42.1,51.3,0.0,1.0,0.0
1630,2001-04-02,43.1,50.7,0.0,1.0,0.0
1631,2001-04-03,43.1,50.7,0.0,1.0,0.0
1632,2001-04-04,43.1,50.7,0.0,1.0,0.0
1633,2001-04-05,43.1,50.7,0.0,1.0,0.0
1634,2001-04-06,43.1,50.7,0.0,1.0,0.0
1635,2001-04-09,43.1,50.7,0.0,1.0,0.0
1636,2001-04-10,43.1,50.7,0.0,1.0,0.0
1637,2001-04-11,43.1,50.7,0.0,1.0,0.0
1638,2001-04-12,43.1,50.7,0.0,1.0,0.0
1639,2001-04-13,43.1,50.7,0.0,1.0,0.0
1640,2001-04-16,43.1,50.7,0.0,1.0,0.0
1641,2001-04-17,43.1,50.7,0.0,1.0,0.0
1642,2001-04-18,43.1,50.7,0.0,1.0,0.0
1643,2001-04-19,43.1,50.7,0.0,1.0,0.0
1644,2001-04-20,43.1,50.7,0.0,1.0,0.0
1645,2001-04-23,43.1,50.7,0.0,1.0,0.0
1646,2001-04-24,43.1,50.7,0.0,1.0,0.0
1647,2001-04-25,43.1,50.7,0.0,1.0,0.0
1648,2001-04-26,43.1,50.7,0.0,1.0,0.0
1649,2001-04-27,43.1,50.7,0.0,1.0,0.0
1650,2001-04-30,42.7,48.3,0.0,0.0,0.0
1651,2001-05-01,42.7,48.3,0.0,0.0,0.0
1652,2001-05-02,42.7,48.3,0.0,0.0,0.0
1653,2001-05-03,42.7,48.3,0.0,0.0,0.0
1654,2001-05-04,42.7,48.3,0.0,0.0,0.0
1655,2001-05-07,42.7,48.3,0.0,0.0,0.0
1656,2001-05-08,42.7,48.3,0.0,0.0,0.0
1657,2001-05-09,42.7,48.3,0.0,0.0,0.0
1658,2001-05-10,42.7,48.3,0.0,0.0,0.0
1659,2001-05-11,42.7,48.3,0.0,0.0,0.0
1660,2001-05-14,42.7,48.3,0.0,0.0,0.0
1661,2001-05-15,42.7,48.3,0.0,0.0,0.0
1662,2001-05-16,42.7,48.3,0.0,0.0,0.0
1663,2001-05-17,42.7,48.3,0.0,0.0,0.0
1664,2001-05-18,42.7,48.3,0.0,0.0,0.0
1665,2001-05-21,42.7,48.3,0.0,0.0,0.0
1666,2001-05-22,42.7,48.3,0.0,0.0,0.0
1667,2001-05-23,42.7,48.3,0.0,0.0,0.0
1668,2001-05-24,42.7,48.3,0.0,0.0,0.0
1669,2001-05-25,42.7,48.3,0.0,0.0,0.0
1670,2001-05-28,42.7,48.3,0.0,0.0,0.0
1671,2001-05-29,42.7,48.3,0.0,0.0,0.0
1672,2001-05-30,42.7,48.3,0.0,0.0,0.0
1673,2001-05-31,41.3,49.0,0.0,0.0,0.0
1674,2001-06-01,41.3,49.0,0.0,0.0,0.0
1675,2001-06-04,41.3,49.0,0.0,0.0,0.0
1676,2001-06-05,41.3,49.0,0.0,0.0,0.0
1677,2001-06-06,41.3,49.0,0.0,0.0,0.0
1678,2001-06-07,41.3,49.0,0.0,0.0,0.0
1679,2001-06-08,41.3,49.0,0.0,0.0,0.0
1680,2001-06-11,41.3,49.0,0.0,0.0,0.0
1681,2001-06-12,41.3,49.0,0.0,0.0,0.0
1682,2001-06-13,41.3,49.0,0.0,0.0,0.0
1683,2001-06-14,41.3,49.0,0.0,0.0,0.0
1684,2001-06-15,41.3,49.0,0.0,0.0,0.0
1685,2001-06-18,41.3,49.0,0.0,0.0,0.0
1686,2001-06-19,41.3,49.0,0.0,0.0,0.0
1687,2001-06-20,41.3,49.0,0.0,0.0,0.0
1688,2001-06-21,41.3,49.0,0.0,0.0,0.0
1689,2001-06-22,41.3,49.0,0.0,0.0,0.0
1690,2001-06-25,41.3,49.0,0.0,0.0,0.0
1691,2001-06-26,41.3,49.0,0.0,0.0,0.0
1692,2001-06-27,41.3,49.0,0.0,0.0,0.0
1693,2001-06-28,41.3,49.0,0.0,0.0,0.0
1694,2001-06-29,41.3,49.0,0.0,0.0,0.0
1695,2001-07-02,43.2,50.1,0.0,1.0,0.0
1696,2001-07-03,43.2,50.1,0.0,1.0,0.0
1697,2001-07-04,43.2,50.1,0.0,1.0,0.0
1698,2001-07-05,43.2,50.1,0.0,1.0,0.0
1699,2001-07-06,43.2,50.1,0.0,1.0,0.0
1700,2001-07-09,43.2,50.1,0.0,1.0,0.0
1701,2001-07-10,43.2,50.1,0.0,1.0,0.0
1702,2001-07-11,43.2,50.1,0.0,1.0,0.0
1703,2001-07-12,43.2,50.1,0.0,1.0,0.0
1704,2001-07-13,43.2,50.1,0.0,1.0,0.0
1705,2001-07-16,43.2,50.1,0.0,1.0,0.0
1706,2001-07-17,43.2,50.1,0.0,1.0,0.0
1707,2001-07-18,43.2,50.1,0.0,1.0,0.0
1708,2001-07-19,43.2,50.1,0.0,1.0,0.0
1709,2001-07-20,43.2,50.1,0.0,1.0,0.0
1710,2001-07-23,43.2,50.1,0.0,1.0,0.0
1711,2001-07-24,43.2,50.1,0.0,1.0,0.0
1712,2001-07-25,43.2,50.1,0.0,1.0,0.0
1713,2001-07-26,43.2,50.1,0.0,1.0,0.0
1714,2001-07-27,43.2,50.1,0.0,1.0,0.0
1715,2001-07-30,43.2,50.1,0.0,1.0,0.0
1716,2001-07-31,43.5,48.1,0.0,0.0,0.0
1717,2001-08-01,43.5,48.1,0.0,0.0,0.0
1718,2001-08-02,43.5,48.1,0.0,0.0,0.0
1719,2001-08-03,43.5,48.1,0.0,0.0,0.0
1720,2001-08-06,43.5,48.1,0.0,0.0,0.0
1721,2001-08-07,43.5,48.1,0.0,0.0,0.0
1722,2001-08-08,43.5,48.1,0.0,0.0,0.0
1723,2001-08-09,43.5,48.1,0.0,0.0,0.0
1724,2001-08-10,43.5,48.1,0.0,0.0,0.0
1725,2001-08-13,43.5,48.1,0.0,0.0,0.0
1726,2001-08-14,43.5,48.1,0.0,0.0,0.0
1727,2001-08-15,43.5,48.1,0.0,0.0,0.0
1728,2001-08-16,43.5,48.1,0.0,0.0,0.0
1729,2001-08-17,43.5,48.1,0.0,0.0,0.0
1730,2001-08-20,43.5,48.1,0.0,0.0,0.0
1731,2001-08-21,43.5,48.1,0.0,0.0,0.0
1732,2001-08-22,43.5,48.1,0.0,0.0,0.0
1733,2001-08-23,43.5,48.1,0.0,0.0,0.0
1734,2001-08-24,43.5,48.1,0.0,0.0,0.0
1735,2001-08-27,43.5,48.1,0.0,0.0,0.0
1736,2001-08-28,43.5,48.1,0.0,0.0,0.0
1737,2001-08-29,43.5,48.1,0.0,0.0,0.0
1738,2001-08-30,43.5,48.1,0.0,0.0,0.0
1739,2001-08-31,46.3,46.9,0.0,0.0,0.0
1740,2001-09-03,46.3,46.9,0.0,0.0,0.0
1741,2001-09-04,46.3,46.9,0.0,0.0,0.0
1742,2001-09-05,46.3,46.9,0.0,0.0,0.0
1743,2001-09-06,46.3,46.9,0.0,0.0,0.0
1744,2001-09-07,46.3,46.9,0.0,0.0,0.0
1745,2001-09-10,46.3,46.9,0.0,0.0,0.0
1746,2001-09-11,46.3,46.9,0.0,0.0,0.0
1747,2001-09-12,46.3,46.9,0.0,0.0,0.0
1748,2001-09-13,46.3,46.9,0.0,0.0,0.0
1749,2001-09-14,46.3,46.9,0.0,0.0,0.0
1750,2001-09-17,46.3,46.9,0.0,0.0,0.0
1751,2001-09-18,46.3,46.9,0.0,0.0,0.0
1752,2001-09-19,46.3,46.9,0.0,0.0,0.0
1753,2001-09-20,46.3,46.9,0.0,0.0,0.0
1754,2001-09-21,46.3,46.9,0.0,0.0,0.0
1755,2001-09-24,46.3,46.9,0.0,0.0,0.0
1756,2001-09-25,46.3,46.9,0.0,0.0,0.0
1757,2001-09-26,46.3,46.9,0.0,0.0,0.0
1758,2001-09-27,46.3,46.9,0.0,0.0,0.0
1759,2001-09-28,46.3,46.9,0.0,0.0,0.0
1760,2001-10-01,46.2,49.5,0.0,0.0,0.0
1761,2001-10-02,46.2,49.5,0.0,0.0,0.0
1762,2001-10-03,46.2,49.5,0.0,0.0,0.0
1763,2001-10-04,46.2,49.5,0.0,0.0,0.0
1764,2001-10-05,46.2,49.5,0.0,0.0,0.0
1765,2001-10-08,46.2,49.5,0.0,0.0,0.0
1766,2001-10-09,46.2,49.5,0.0,0.0,0.0
1767,2001-10-10,46.2,49.5,0.0,0.0,0.0
1768,2001-10-11,46.2,49.5,0.0,0.0,0.0
1769,2001-10-12,46.2,49.5,0.0,0.0,0.0
1770,2001-10-15,46.2,49.5,0.0,0.0,0.0
1771,2001-10-16,46.2,49.5,0.0,0.0,0.0
1772,2001-10-17,46.2,49.5,0.0,0.0,0.0
1773,2001-10-18,46.2,49.5,0.0,0.0,0.0
1774,2001-10-19,46.2,49.5,0.0,0.0,0.0
1775,2001-10-22,46.2,49.5,0.0,0.0,0.0
1776,2001-10-23,46.2,49.5,0.0,0.0,0.0
1777,2001-10-24,46.2,49.5,0.0,0.0,0.0
1778,2001-10-25,46.2,49.5,0.0,0.0,0.0
1779,2001-10-26,46.2,49.5,0.0,0.0,0.0
1780,2001-10-29,46.2,49.5,0.0,0.0,0.0
1781,2001-10-30,46.2,49.5,0.0,0.0,0.0
1782,2001-10-31,40.8,44.8,0.0,0.0,0.0
1783,2001-11-01,40.8,44.8,0.0,0.0,0.0
1784,2001-11-02,40.8,44.8,0.0,0.0,0.0
1785,2001-11-05,40.8,44.8,0.0,0.0,0.0
1786,2001-11-06,40.8,44.8,0.0,0.0,0.0
1787,2001-11-07,40.8,44.8,0.0,0.0,0.0
1788,2001-11-08,40.8,44.8,0.0,0.0,0.0
1789,2001-11-09,40.8,44.8,0.0,0.0,0.0
1790,2001-11-12,40.8,44.8,0.0,0.0,0.0
1791,2001-11-13,40.8,44.8,0.0,0.0,0.0
1792,2001-11-14,40.8,44.8,0.0,0.0,0.0
1793,2001-11-15,40.8,44.8,0.0,0.0,0.0
1794,2001-11-16,40.8,44.8,0.0,0.0,0.0
1795,2001-11-19,40.8,44.8,0.0,0.0,0.0
1796,2001-11-20,40.8,44.8,0.0,0.0,0.0
1797,2001-11-21,40.8,44.8,0.0,0.0,0.0
1798,2001-11-22,40.8,44.8,0.0,0.0,0.0
1799,2001-11-23,40.8,44.8,0.0,0.0,0.0
1800,2001-11-26,40.8,44.8,0.0,0.0,0.0
1801,2001-11-27,40.8,44.8,0.0,0.0,0.0
1802,2001-11-28,40.8,44.8,0.0,0.0,0.0
1803,2001-11-29,40.8,44.8,0.0,0.0,0.0
1804,2001-11-30,44.1,48.2,0.0,0.0,0.0
1805,2001-12-03,44.1,48.2,0.0,0.0,0.0
1806,2001-12-04,44.1,48.2,0.0,0.0,0.0
1807,2001-12-05,44.1,48.2,0.0,0.0,0.0
1808,2001-12-06,44.1,48.2,0.0,0.0,0.0
1809,2001-12-07,44.1,48.2,0.0,0.0,0.0
1810,2001-12-10,44.1,48.2,0.0,0.0,0.0
1811,2001-12-11,44.1,48.2,0.0,0.0,0.0
1812,2001-12-12,44.1,48.2,0.0,0.0,0.0
1813,2001-12-13,44.1,48.2,0.0,0.0,0.0
1814,2001-12-14,44.1,48.2,0.0,0.0,0.0
1815,2001-12-17,44.1,48.2,0.0,0.0,0.0
1816,2001-12-18,44.1,48.2,0.0,0.0,0.0
1817,2001-12-19,44.1,48.2,0.0,0.0,0.0
1818,2001-12-20,44.1,48.2,0.0,0.0,0.0
1819,2001-12-21,44.1,48.2,0.0,0.0,0.0
1820,2001-12-24,44.1,48.2,0.0,0.0,0.0
1821,2001-12-25,44.1,48.2,0.0,0.0,0.0
1822,2001-12-26,44.1,48.2,0.0,0.0,0.0
1823,2001-12-27,44.1,48.2,0.0,0.0,0.0
1824,2001-12-28,44.1,48.2,0.0,0.0,0.0
1825,2001-12-31,45.3,49.7,0.0,0.0,0.0
1826,2002-01-01,45.3,49.7,0.0,0.0,0.0
1827,2002-01-02,45.3,49.7,0.0,0.0,0.0
1828,2002-01-03,45.3,49.7,0.0,0.0,0.0
1829,2002-01-04,45.3,49.7,0.0,0.0,0.0
1830,2002-01-07,45.3,49.7,0.0,0.0,0.0
1831,2002-01-08,45.3,49.7,0.0,0.0,0.0
1832,2002-01-09,45.3,49.7,0.0,0.0,0.0
1833,2002-01-10,45.3,49.7,0.0,0.0,0.0
1834,2002-01-11,45.3,49.7,0.0,0.0,0.0
1835,2002-01-14,45.3,49.7,0.0,0.0,0.0
1836,2002-01-15,45.3,49.7,0.0,0.0,0.0
1837,2002-01-16,45.3,49.7,0.0,0.0,0.0
1838,2002-01-17,45.3,49.7,0.0,0.0,0.0
1839,2002-01-18,45.3,49.7,0.0,0.0,0.0
1840,2002-01-21,45.3,49.7,0.0,0.0,0.0
1841,2002-01-22,45.3,49.7,0.0,0.0,0.0
1842,2002-01-23,45.3,49.7,0.0,0.0,0.0
1843,2002-01-24,45.3,49.7,0.0,0.0,0.0
1844,2002-01-25,45.3,49.7,0.0,0.0,0.0
1845,2002-01-28,45.3,49.7,0.0,0.0,0.0
1846,2002-01-29,45.3,49.7,0.0,0.0,0.0
1847,2002-01-30,45.3,49.7,0.0,0.0,0.0
1848,2002-01-31,47.5,48.9,0.0,0.0,0.0
1849,2002-02-01,47.5,48.9,0.0,0.0,0.0
1850,2002-02-04,47.5,48.9,0.0,0.0,0.0
1851,2002-02-05,47.5,48.9,0.0,0.0,0.0
1852,2002-02-06,47.5,48.9,0.0,0.0,0.0
1853,2002-02-07,47.5,48.9,0.0,0.0,0.0
1854,2002-02-08,47.5,48.9,0.0,0.0,0.0
1855,2002-02-11,47.5,48.9,0.0,0.0,0.0
1856,2002-02-12,47.5,48.9,0.0,0.0,0.0
1857,2002-02-13,47.5,48.9,0.0,0.0,0.0
1858,2002-02-14,47.5,48.9,0.0,0.0,0.0
1859,2002-02-15,47.5,48.9,0.0,0.0,0.0
1860,2002-02-18,47.5,48.9,0.0,0.0,0.0
1861,2002-02-19,47.5,48.9,0.0,0.0,0.0
1862,2002-02-20,47.5,48.9,0.0,0.0,0.0
1863,2002-02-21,47.5,48.9,0.0,0.0,0.0
1864,2002-02-22,47.5,48.9,0.0,0.0,0.0
1865,2002-02-25,47.5,48.9,0.0,0.0,0.0
1866,2002-02-26,47.5,48.9,0.0,0.0,0.0
1867,2002-02-27,47.5,48.9,0.0,0.0,0.0
1868,2002-02-28,50.7,52.7,1.0,1.0,1.0
1869,2002-03-01,50.7,52.7,1.0,1.0,1.0
1870,2002-03-04,50.7,52.7,1.0,1.0,1.0
1871,2002-03-05,50.7,52.7,1.0,1.0,1.0
1872,2002-03-06,50.7,52.7,1.0,1.0,1.0
1873,2002-03-07,50.7,52.7,1.0,1.0,1.0
1874,2002-03-08,50.7,52.7,1.0,1.0,1.0
1875,2002-03-11,50.7,52.7,1.0,1.0,1.0
1876,2002-03-12,50.7,52.7,1.0,1.0,1.0
1877,2002-03-13,50.7,52.7,1.0,1.0,1.0
1878,2002-03-14,50.7,52.7,1.0,1.0,1.0
1879,2002-03-15,50.7,52.7,1.0,1.0,1.0
1880,2002-03-18,50.7,52.7,1.0,1.0,1.0
1881,2002-03-19,50.7,52.7,1.0,1.0,1.0
1882,2002-03-20,50.7,52.7,1.0,1.0,1.0
1883,2002-03-21,50.7,52.7,1.0,1.0,1.0
1884,2002-03-22,50.7,52.7,1.0,1.0,1.0
1885,2002-03-25,50.7,52.7,1.0,1.0,1.0
1886,2002-03-26,50.7,52.7,1.0,1.0,1.0
1887,2002-03-27,50.7,52.7,1.0,1.0,1.0
1888,2002-03-28,50.7,52.7,1.0,1.0,1.0
1889,2002-03-29,50.7,52.7,1.0,1.0,1.0
1890,2002-04-01,52.4,52.8,1.0,1.0,1.0
1891,2002-04-02,52.4,52.8,1.0,1.0,1.0
1892,2002-04-03,52.4,52.8,1.0,1.0,1.0
1893,2002-04-04,52.4,52.8,1.0,1.0,1.0
1894,2002-04-05,52.4,52.8,1.0,1.0,1.0
1895,2002-04-08,52.4,52.8,1.0,1.0,1.0
1896,2002-04-09,52.4,52.8,1.0,1.0,1.0
1897,2002-04-10,52.4,52.8,1.0,1.0,1.0
1898,2002-04-11,52.4,52.8,1.0,1.0,1.0
1899,2002-04-12,52.4,52.8,1.0,1.0,1.0
1900,2002-04-15,52.4,52.8,1.0,1.0,1.0
1901,2002-04-16,52.4,52.8,1.0,1.0,1.0
1902,2002-04-17,52.4,52.8,1.0,1.0,1.0
1903,2002-04-18,52.4,52.8,1.0,1.0,1.0
1904,2002-04-19,52.4,52.8,1.0,1.0,1.0
1905,2002-04-22,52.4,52.8,1.0,1.0,1.0
1906,2002-04-23,52.4,52.8,1.0,1.0,1.0
1907,2002-04-24,52.4,52.8,1.0,1.0,1.0
1908,2002-04-25,52.4,52.8,1.0,1.0,1.0
1909,2002-04-26,52.4,52.8,1.0,1.0,1.0
1910,2002-04-29,52.4,52.8,1.0,1.0,1.0
1911,2002-04-30,52.4,53.5,1.0,1.0,1.0
1912,2002-05-01,52.4,53.5,1.0,1.0,1.0
1913,2002-05-02,52.4,53.5,1.0,1.0,1.0
1914,2002-05-03,52.4,53.5,1.0,1.0,1.0
1915,2002-05-06,52.4,53.5,1.0,1.0,1.0
1916,2002-05-07,52.4,53.5,1.0,1.0,1.0
1917,2002-05-08,52.4,53.5,1.0,1.0,1.0
1918,2002-05-09,52.4,53.5,1.0,1.0,1.0
1919,2002-05-10,52.4,53.5,1.0,1.0,1.0
1920,2002-05-13,52.4,53.5,1.0,1.0,1.0
1921,2002-05-14,52.4,53.5,1.0,1.0,1.0
1922,2002-05-15,52.4,53.5,1.0,1.0,1.0
1923,2002-05-16,52.4,53.5,1.0,1.0,1.0
1924,2002-05-17,52.4,53.5,1.0,1.0,1.0
1925,2002-05-20,52.4,53.5,1.0,1.0,1.0
1926,2002-05-21,52.4,53.5,1.0,1.0,1.0
1927,2002-05-22,52.4,53.5,1.0,1.0,1.0
1928,2002-05-23,52.4,53.5,1.0,1.0,1.0
1929,2002-05-24,52.4,53.5,1.0,1.0,1.0
1930,2002-05-27,52.4,53.5,1.0,1.0,1.0
1931,2002-05-28,52.4,53.5,1.0,1.0,1.0
1932,2002-05-29,52.4,53.5,1.0,1.0,1.0
1933,2002-05-30,52.4,53.5,1.0,1.0,1.0
1934,2002-05-31,53.1,54.8,1.0,1.0,1.0
1935,2002-06-03,53.1,54.8,1.0,1.0,1.0
1936,2002-06-04,53.1,54.8,1.0,1.0,1.0
1937,2002-06-05,53.1,54.8,1.0,1.0,1.0
1938,2002-06-06,53.1,54.8,1.0,1.0,1.0
1939,2002-06-07,53.1,54.8,1.0,1.0,1.0
1940,2002-06-10,53.1,54.8,1.0,1.0,1.0
1941,2002-06-11,53.1,54.8,1.0,1.0,1.0
1942,2002-06-12,53.1,54.8,1.0,1.0,1.0
1943,2002-06-13,53.1,54.8,1.0,1.0,1.0
1944,2002-06-14,53.1,54.8,1.0,1.0,1.0
1945,2002-06-17,53.1,54.8,1.0,1.0,1.0
1946,2002-06-18,53.1,54.8,1.0,1.0,1.0
1947,2002-06-19,53.1,54.8,1.0,1.0,1.0
1948,2002-06-20,53.1,54.8,1.0,1.0,1.0
1949,2002-06-21,53.1,54.8,1.0,1.0,1.0
1950,2002-06-24,53.1,54.8,1.0,1.0,1.0
